Vsl,Vsg,VisL,VisG,DenL,DenG,ST,Ang,ID,Flow Pattern
6.3,0.025,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
4,0.04,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
6.3,0.04,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
4,0.063,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
6.3,0.063,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
4,0.1,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
6.3,0.1,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
4,0.16,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
6.3,0.16,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
4,0.4,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
6.3,0.4,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
4,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
6.3,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
4,1,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
6.3,1,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
4,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
6.3,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
6.3,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
6.3,4,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
6.3,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,DB
0.0025,0.025,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.0063,0.025,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.01,0.025,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.025,0.025,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.04,0.025,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.063,0.025,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.1,0.025,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.16,0.025,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.0025,0.1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.0063,0.1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.01,0.1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.025,0.1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.04,0.1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.063,0.1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.1,0.1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.16,0.1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.0025,0.4,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.0063,0.4,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.01,0.4,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.025,0.4,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.04,0.4,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.063,0.4,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.1,0.4,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.16,0.4,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.0025,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.01,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.025,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.04,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.063,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.1,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.16,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.0025,1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.01,1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.025,1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.04,1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.063,1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.1,1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.16,1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.0025,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.01,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.015,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.025,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.0025,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.004,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.0063,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.01,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.0025,4,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.004,4,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
0.04,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.063,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.1,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.016,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.025,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.04,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.063,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.1,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.04,4,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.063,4,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.1,4,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.0025,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.0063,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.01,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.025,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.04,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.063,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.1,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.0025,10,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.01,10,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.04,10,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.063,10,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.0025,16,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.004,16,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.0063,16,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.01,16,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.016,16,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.025,16,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.0025,25,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
0.04,16,0.001,0.00002,1000,1.8,0.07,0,0.051,A
0.063,16,0.001,0.00002,1000,1.8,0.07,0,0.051,A
0.1,16,0.001,0.00002,1000,1.8,0.07,0,0.051,A
0.16,16,0.001,0.00002,1000,1.8,0.07,0,0.051,A
0.25,16,0.001,0.00002,1000,1.8,0.07,0,0.051,A
0.4,16,0.001,0.00002,1000,1.8,0.07,0,0.051,A
0.63,16,0.001,0.00002,1000,1.8,0.07,0,0.051,A
0.004,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
0.0063,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
0.01,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
0.016,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
0.025,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
0.04,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
0.063,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
0.1,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
0.16,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
0.25,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
0.4,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
0.63,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
0.25,0.025,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.4,0.025,0.001,0.00002,1000,1.8,0.07,0,0.051,I
1,0.025,0.001,0.00002,1000,1.8,0.07,0,0.051,I
1.6,0.025,0.001,0.00002,1000,1.8,0.07,0,0.051,I
2.5,0.025,0.001,0.00002,1000,1.8,0.07,0,0.051,I
2.5,0.04,0.001,0.00002,1000,1.8,0.07,0,0.051,I
2.5,0.063,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.25,0.1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.4,0.1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
1,0.1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
2.5,0.1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
2.5,0.16,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.25,0.4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.4,0.4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
2.5,0.4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
3.46184,0.4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.25,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.4,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.63,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,I
1,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,I
2.5,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,I
3.4,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.25,1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.4,1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.63,1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
1,1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
1.6,1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
2.5,1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
3.4,1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.25,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.4,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,I
1,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,I
2.5,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,I
3.4,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.16,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.25,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.4,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.63,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,I
1,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,I
1.6,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,I
2.5,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,I
4,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.18811,4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.25,4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.4,4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.63,4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
1,4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
1.6,4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
2.5,4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
4,4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.29966,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.4,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.63,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,I
1,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,I
1.6,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,I
2.5,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,I
4,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.63,10,0.001,0.00002,1000,1.8,0.07,0,0.051,I
0.63,10,0.001,0.00002,1000,1.8,0.07,0,0.051,I
1,10,0.001,0.00002,1000,1.8,0.07,0,0.051,I
1.6,10,0.001,0.00002,1000,1.8,0.07,0,0.051,I
2.5,10,0.001,0.00002,1000,1.8,0.07,0,0.051,I
4,10,0.001,0.00002,1000,1.8,0.07,0,0.051,I
1,16,0.001,0.00002,1000,1.8,0.07,0,0.051,I
1.6,16,0.001,0.00002,1000,1.8,0.07,0,0.051,I
1,25,0.001,0.00002,1000,1.8,0.07,0,0.051,I
1.6,25,0.001,0.00002,1000,1.8,0.07,0,0.051,I
2.84603,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
4,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
6.3,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
4,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
6.3,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
6.3,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
4,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
4,0.63,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
6.3,0.63,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
6.3,1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
6.3,1.6,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
6.3,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
6.3,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
0.0025,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.004,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.0063,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.01,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.016,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.025,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.0025,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.01,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.016,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.025,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.04,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.0025,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.0063,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.01,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.025,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.04,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.063,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.0025,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.0063,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.01,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.025,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.04,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.063,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.1,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.0025,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.004,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.0063,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.01,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.016,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.025,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.04,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
0.16,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
0.25,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
0.4,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
0.063,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
0.1,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
0.16,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
0.25,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
0.4,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
0.0025,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
0.004,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
0.01,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
0.016,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
0.025,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
0.04,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
0.063,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
0.1,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
0.4,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
0.0025,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.01,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.025,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.04,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.063,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.1,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.16,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.25,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.4,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.63,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
1,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
1.6,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.0025,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.01,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.1,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
1,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
2.5,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.0025,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.01,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.1,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
1,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
2.5,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.0025,0.63,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.01,0.63,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.1,0.63,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
2.5,0.63,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.0025,1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.01,1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.1,1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
1,1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
2.5,1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
4,1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.0025,1.6,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.01,1.6,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.1,1.6,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
1,1.6,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
2.5,1.6,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
4,1.6,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.04,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.063,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.1,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.16,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.4,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
1,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
2.5,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
4,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.25,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.4,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
1,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
2.5,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
4,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.4,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.63,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
1,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
2.5,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
4,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.63,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
1,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
2.5,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
4,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.63,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
1,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
0.63,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
1,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
4,0.025,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
4,0.025,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
6.3,0.025,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
4,0.1,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
6.3,0.1,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
5,0.4,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
6.3,0.4,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
5,0.63,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
6.3,0.63,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
5,1,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
6.3,1,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
6.3,1.6,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
6.3,2.5,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
0.0025,6.3,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
0.004,6.3,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
0.0063,6.3,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
0.01,6.3,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
0.016,6.3,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
0.025,6.3,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
0.0025,10,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
0.01,10,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
0.016,10,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
0.025,10,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
0.04,10,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
0.06,10,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
0.0025,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
0.01,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
0.016,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
0.025,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
0.16,10,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
0.25,10,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
0.04,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
0.063,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
0.1,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
0.16,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
0.25,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
0.4,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
0.0025,25,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
0.004,25,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
0.0063,25,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
0.01,25,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
0.016,25,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
0.025,25,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
0.04,25,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
0.063,25,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
0.1,25,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
0.25,25,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
0.4,25,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
0.0025,0.025,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
0.01,0.025,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
0.1,0.025,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
0.4,0.025,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
1,0.025,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
1.6,0.025,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
2.5,0.025,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
0.0025,0.1,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
0.01,0.1,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
0.1,0.1,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
0.4,0.1,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
1,0.1,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
1.6,0.1,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
2.5,0.1,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
0.0025,0.4,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
0.01,0.4,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
0.1,0.4,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
0.4,0.4,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
1,0.4,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
1.6,0.4,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
2.5,0.4,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
4,0.4,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
0.0025,0.63,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
0.01,0.63,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
0.1,0.63,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
0.4,0.63,0.001,0.00002,1000,1.8,0.07,0.5,0.051,I
